strategy,up,score,nikkei,tp,sl,hold,dev_signals,dev_losses,dev_holds,dev_avg_return,dev_pf,dev_dd,dev_annual_signals,dev_positive_months,dev_months,dev_monthly_positive_ratio,dev_monthly_plus5_ratio,dev_avg_month_return,dev_avg_month_profit_jpy,dev_worst_month_return,dev_oos_cumulative_return,dev_compound_return,dev_compound_final_capital,dev_expected_value,dev_avg_win,dev_avg_loss,devh1_signals,devh1_losses,devh1_holds,devh1_avg_return,devh1_pf,devh1_dd,devh1_annual_signals,devh1_positive_months,devh1_months,devh1_monthly_positive_ratio,devh1_monthly_plus5_ratio,devh1_avg_month_return,devh1_avg_month_profit_jpy,devh1_worst_month_return,devh1_oos_cumulative_return,devh1_compound_return,devh1_compound_final_capital,devh1_expected_value,devh1_avg_win,devh1_avg_loss,devh2_signals,devh2_losses,devh2_holds,devh2_avg_return,devh2_pf,devh2_dd,devh2_annual_signals,devh2_positive_months,devh2_months,devh2_monthly_positive_ratio,devh2_monthly_plus5_ratio,devh2_avg_month_return,devh2_avg_month_profit_jpy,devh2_worst_month_return,devh2_oos_cumulative_return,devh2_compound_return,devh2_compound_final_capital,devh2_expected_value,devh2_avg_win,devh2_avg_loss,dev_objective,devh1_objective,devh2_objective,stability_objective,validation_signals,validation_losses,validation_holds,validation_avg_return,validation_pf,validation_dd,validation_annual_signals,validation_positive_months,validation_months,validation_monthly_positive_ratio,validation_monthly_plus5_ratio,validation_avg_month_return,validation_avg_month_profit_jpy,validation_worst_month_return,validation_oos_cumulative_return,validation_compound_return,validation_compound_final_capital,validation_expected_value,validation_avg_win,validation_avg_loss,validation_avg_lower,validation_pass,oos_signals,oos_losses,oos_holds,oos_avg_return,oos_pf,oos_dd,oos_annual_signals,oos_positive_months,oos_months,oos_monthly_positive_ratio,oos_monthly_plus5_ratio,oos_avg_month_return,oos_avg_month_profit_jpy,oos_worst_month_return,oos_oos_cumulative_return,oos_compound_return,oos_compound_final_capital,oos_expected_value,oos_avg_win,oos_avg_loss,oos_pf_ratio,oos_insufficient_data,oos_pass,profit_objective,sizing,prob_10y,prob_15y,prob_20y,bankruptcy_prob,p90_max_dd,final_status,up_threshold,score_threshold,nikkei_filter,tp_multiplier,sl_multiplier,hold_days,oos_validation_pf_ratio,fold,oos_end,multi_oos_folds,oos_positive_folds,multi_oos_pass
UP20_SCORE80_NIKKEION_TP4.0_SL1.0_H1,20,80,True,4.0,1.0,1,114,8,57,7.649115935034307,55.61358718100147,-4.243855532902452,54.57208387942333,20,27,74.07407407407408,74.07407407407408,44.91165489536296,449116.5489536296,-1.9546222988466424,398249.0453317127,398249.0453317127,3983490453.317127,7.649115935034307,8.377037027449301,-1.9958385394643487,47,5,25,6.427712421658034,22.783398806359568,-4.243855532902452,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.69311979403924,266931.1979403924,-1.9546222988466424,1697.3484959956384,1697.3484959956384,17973484.959956385,6.427712421658034,7.523118025621237,-2.7736946516328764,68,4,32,8.318014578372907,89.79545959997374,-4.271741446625765,85.94117647058823,10,14,71.42857142857143,71.42857142857143,59.31914753612583,593191.4753612583,0.0,21116.39764962784,21116.39764962784,212163976.49627843,8.318014578372907,8.937421372398967,-1.5924941260440444,156.68749914882773,156.1583986197272,156.1575620423155,156.1575620423155,61,7,30,7.969089313146499,28.693941386261187,-6.334312005963849,44.7394578313253,10,17,58.82352941176471,52.94117647058824,38.81051542733191,388105.1542733191,-6.334312005963827,9726.28768106753,9726.28768106753,98262876.8106753,7.969089313146499,9.32717676692212,-2.50758533026544,4.937907221037241,True,50,7,20,6.2740304693701,23.25604426249909,-7.384342475878903,52.78179190751445,9,13,69.23076923076923,69.23076923076923,31.13949876529505,311394.9876529505,-5.261958588538008,1889.2238879236868,1889.2238879236868,19892238.879236866,6.2740304693701,7.623177659850804,-2.013587986439934,0.810486225975014,False,True,279.92462357187753,0.01,100.0,100.0,100.0,0.0,0.0,PASS,20,80,True,4.0,1.0,1,0.810486225975014,1,2023-09-01,4,1,True
UP20_SCORE80_NIKKEION_TP3.5_SL1.0_H1,20,80,True,3.5,1.0,1,114,8,49,7.279589218278681,52.97521959281925,-4.24385553290244,54.57208387942333,20,27,74.07407407407408,74.07407407407408,42.74345608051738,427434.5608051738,-1.9546222988466424,273649.0593188673,273649.0593188673,2737490593.188673,7.279589218278681,7.979621501881928,-1.9958385394643487,47,5,23,6.116039480355739,21.727144958620112,-4.24385553290244,46.903688524590166,10,14,71.42857142857143,71.42857142857143,25.182485000478184,251824.85000478185,-1.9546222988466424,1468.787536512986,1468.787536512986,15687875.36512986,6.116039480355739,7.174341162735336,-2.7736946516328764,68,4,26,7.913934909712119,85.48187736761865,-4.271741446625765,85.94117647058823,10,14,71.42857142857143,71.42857142857143,56.669778259851775,566697.7825985177,0.0,16604.314713939944,16604.314713939944,167043147.13939944,7.913934909712119,8.508086724446878,-1.5924941260440444,156.68749914882773,156.1583986197272,156.1575620423155,156.1575620423155,61,7,24,7.651729753427396,27.59106291422154,-6.334312005963827,44.7394578313253,10,17,58.82352941176471,52.94117647058824,36.18224309997416,361822.4309997416,-6.334312005963827,8259.563688728182,8259.563688728182,83595636.88728182,7.651729753427396,8.968678005017207,-2.50758533026544,4.831275398431299,True,50,7,17,5.659093047606595,21.07465949807193,-7.384342475878891,52.78179190751445,9,13,69.23076923076923,69.23076923076923,27.284902109669414,272849.0210966941,-5.261958588538008,1403.3187930411232,1403.3187930411232,15033187.930411233,5.659093047606595,6.908134146172308,-2.013587986439934,0.7638219507378677,False,True,279.92462357187753,0.01,100.0,100.0,100.0,0.0,0.0,PASS,20,80,True,3.5,1.0,1,0.7638219507378677,1,2023-09-01,4,1,True
UP25_SCORE80_NIKKEION_TP3.5_SL1.0_H1,25,80,True,3.5,1.0,1,114,8,49,7.279589218278681,52.97521959281925,-4.24385553290244,54.57208387942333,20,27,74.07407407407408,74.07407407407408,42.74345608051738,427434.5608051738,-1.9546222988466424,273649.0593188673,273649.0593188673,2737490593.188673,7.279589218278681,7.979621501881928,-1.9958385394643487,47,5,23,6.116039480355739,21.727144958620112,-4.24385553290244,46.903688524590166,10,14,71.42857142857143,71.42857142857143,25.182485000478184,251824.85000478185,-1.9546222988466424,1468.787536512986,1468.787536512986,15687875.36512986,6.116039480355739,7.174341162735336,-2.7736946516328764,68,4,26,7.913934909712119,85.48187736761865,-4.271741446625765,85.94117647058823,10,14,71.42857142857143,71.42857142857143,56.669778259851775,566697.7825985177,0.0,16604.314713939944,16604.314713939944,167043147.13939944,7.913934909712119,8.508086724446878,-1.5924941260440444,156.68749914882773,156.1583986197272,156.1575620423155,156.1575620423155,61,7,24,7.651729753427396,27.59106291422154,-6.334312005963827,44.7394578313253,10,17,58.82352941176471,52.94117647058824,36.18224309997416,361822.4309997416,-6.334312005963827,8259.563688728182,8259.563688728182,83595636.88728182,7.651729753427396,8.968678005017207,-2.50758533026544,4.831275398431299,True,50,7,17,5.659093047606595,21.07465949807193,-7.384342475878891,52.78179190751445,9,13,69.23076923076923,69.23076923076923,27.284902109669414,272849.0210966941,-5.261958588538008,1403.3187930411232,1403.3187930411232,15033187.930411233,5.659093047606595,6.908134146172308,-2.013587986439934,0.7638219507378677,False,True,279.92462357187753,0.01,100.0,100.0,100.0,0.0,0.0,PASS,25,80,True,3.5,1.0,1,0.7638219507378677,1,2023-09-01,4,1,True
UP25_SCORE80_NIKKEION_TP4.0_SL1.0_H1,25,80,True,4.0,1.0,1,114,8,57,7.649115935034307,55.61358718100147,-4.243855532902452,54.57208387942333,20,27,74.07407407407408,74.07407407407408,44.91165489536296,449116.5489536296,-1.9546222988466424,398249.0453317127,398249.0453317127,3983490453.317127,7.649115935034307,8.377037027449301,-1.9958385394643487,47,5,25,6.427712421658034,22.783398806359568,-4.243855532902452,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.69311979403924,266931.1979403924,-1.9546222988466424,1697.3484959956384,1697.3484959956384,17973484.959956385,6.427712421658034,7.523118025621237,-2.7736946516328764,68,4,32,8.318014578372907,89.79545959997374,-4.271741446625765,85.94117647058823,10,14,71.42857142857143,71.42857142857143,59.31914753612583,593191.4753612583,0.0,21116.39764962784,21116.39764962784,212163976.49627843,8.318014578372907,8.937421372398967,-1.5924941260440444,156.68749914882773,156.1583986197272,156.1575620423155,156.1575620423155,61,7,30,7.969089313146499,28.693941386261187,-6.334312005963849,44.7394578313253,10,17,58.82352941176471,52.94117647058824,38.81051542733191,388105.1542733191,-6.334312005963827,9726.28768106753,9726.28768106753,98262876.8106753,7.969089313146499,9.32717676692212,-2.50758533026544,4.937907221037241,True,50,7,20,6.2740304693701,23.25604426249909,-7.384342475878903,52.78179190751445,9,13,69.23076923076923,69.23076923076923,31.13949876529505,311394.9876529505,-5.261958588538008,1889.2238879236868,1889.2238879236868,19892238.879236866,6.2740304693701,7.623177659850804,-2.013587986439934,0.810486225975014,False,True,279.92462357187753,0.01,100.0,100.0,100.0,0.0,0.0,PASS,25,80,True,4.0,1.0,1,0.810486225975014,1,2023-09-01,4,1,True
UP30_SCORE80_NIKKEION_TP3.5_SL1.0_H1,30,80,True,3.5,1.0,1,114,8,49,7.279589218278681,52.97521959281925,-4.24385553290244,54.57208387942333,20,27,74.07407407407408,74.07407407407408,42.74345608051738,427434.5608051738,-1.9546222988466424,273649.0593188673,273649.0593188673,2737490593.188673,7.279589218278681,7.979621501881928,-1.9958385394643487,47,5,23,6.116039480355739,21.727144958620112,-4.24385553290244,46.903688524590166,10,14,71.42857142857143,71.42857142857143,25.182485000478184,251824.85000478185,-1.9546222988466424,1468.787536512986,1468.787536512986,15687875.36512986,6.116039480355739,7.174341162735336,-2.7736946516328764,68,4,26,7.913934909712119,85.48187736761865,-4.271741446625765,85.94117647058823,10,14,71.42857142857143,71.42857142857143,56.669778259851775,566697.7825985177,0.0,16604.314713939944,16604.314713939944,167043147.13939944,7.913934909712119,8.508086724446878,-1.5924941260440444,156.68749914882773,156.1583986197272,156.1575620423155,156.1575620423155,61,7,24,7.651729753427396,27.59106291422154,-6.334312005963827,44.7394578313253,10,17,58.82352941176471,52.94117647058824,36.18224309997416,361822.4309997416,-6.334312005963827,8259.563688728182,8259.563688728182,83595636.88728182,7.651729753427396,8.968678005017207,-2.50758533026544,4.831275398431299,True,50,7,17,5.659093047606595,21.07465949807193,-7.384342475878891,52.78179190751445,9,13,69.23076923076923,69.23076923076923,27.284902109669414,272849.0210966941,-5.261958588538008,1403.3187930411232,1403.3187930411232,15033187.930411233,5.659093047606595,6.908134146172308,-2.013587986439934,0.7638219507378677,False,True,279.92462357187753,0.01,100.0,100.0,100.0,0.0,0.0,PASS,30,80,True,3.5,1.0,1,0.7638219507378677,1,2023-09-01,4,1,True
UP30_SCORE80_NIKKEION_TP4.0_SL1.0_H1,30,80,True,4.0,1.0,1,114,8,57,7.649115935034307,55.61358718100147,-4.243855532902452,54.57208387942333,20,27,74.07407407407408,74.07407407407408,44.91165489536296,449116.5489536296,-1.9546222988466424,398249.0453317127,398249.0453317127,3983490453.317127,7.649115935034307,8.377037027449301,-1.9958385394643487,47,5,25,6.427712421658034,22.783398806359568,-4.243855532902452,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.69311979403924,266931.1979403924,-1.9546222988466424,1697.3484959956384,1697.3484959956384,17973484.959956385,6.427712421658034,7.523118025621237,-2.7736946516328764,68,4,32,8.318014578372907,89.79545959997374,-4.271741446625765,85.94117647058823,10,14,71.42857142857143,71.42857142857143,59.31914753612583,593191.4753612583,0.0,21116.39764962784,21116.39764962784,212163976.49627843,8.318014578372907,8.937421372398967,-1.5924941260440444,156.68749914882773,156.1583986197272,156.1575620423155,156.1575620423155,61,7,30,7.969089313146499,28.693941386261187,-6.334312005963849,44.7394578313253,10,17,58.82352941176471,52.94117647058824,38.81051542733191,388105.1542733191,-6.334312005963827,9726.28768106753,9726.28768106753,98262876.8106753,7.969089313146499,9.32717676692212,-2.50758533026544,4.937907221037241,True,50,7,20,6.2740304693701,23.25604426249909,-7.384342475878903,52.78179190751445,9,13,69.23076923076923,69.23076923076923,31.13949876529505,311394.9876529505,-5.261958588538008,1889.2238879236868,1889.2238879236868,19892238.879236866,6.2740304693701,7.623177659850804,-2.013587986439934,0.810486225975014,False,True,279.92462357187753,0.01,100.0,100.0,100.0,0.0,0.0,PASS,30,80,True,4.0,1.0,1,0.810486225975014,1,2023-09-01,4,1,True
UP20_SCORE80_NIKKEION_TP4.0_SL1.5_H1,20,80,True,4.0,1.5,1,114,8,56,7.711431715878837,45.69043709614292,-6.315783299353672,54.57208387942333,20,27,74.07407407407408,74.07407407407408,46.00557904715632,460055.7904715632,-2.856373291418912,424283.2658938366,424283.2658938366,4243832658.938366,7.711431715878837,8.47900153323196,-2.458868364050024,47,5,25,6.348898834494515,17.98077380918809,-6.315783299353672,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.303444552939748,263034.44552939746,-2.856373291418912,1629.42550267319,1629.42550267319,17294255.0267319,6.348898834494515,7.523118025621237,-3.514542370969956,68,4,31,8.46779647374993,83.34040266481334,-4.894810173949981,85.94117647058823,10,14,71.42857142857143,71.42857142857143,61.73057132861093,617305.7132861093,0.0,23237.83733352257,23237.83733352257,233378373.33522567,8.46779647374993,9.106300085101497,-1.7482613078750986,156.6253413158342,156.09624078673366,156.13886998049577,156.09624078673366,61,7,29,8.03264101628116,23.708060125148275,-8.734390491483213,44.7394578313253,10,17,58.82352941176471,52.94117647058824,39.34542021476532,393454.2021476532,-8.734390491483202,10045.19935345533,10045.19935345533,101451993.53455327,8.03264101628116,9.473499100237332,-3.082549917095013,4.887912613295374,True,50,7,20,6.130502966711085,16.642947864872298,-10.675576555478228,52.78179190751445,9,13,69.23076923076923,69.23076923076923,30.54626698662445,305462.66986624454,-7.649808565855498,1749.4048051033317,1749.4048051033317,18494048.051033318,6.130502966711085,7.5841918524248735,-2.799300188387904,0.7019953457608421,False,True,279.82588654948955,0.01,100.0,100.0,100.0,0.0,0.0,PASS,20,80,True,4.0,1.5,1,0.7019953457608421,1,2023-09-01,4,1,True
UP20_SCORE80_NIKKEION_TP3.5_SL1.5_H1,20,80,True,3.5,1.5,1,114,7,49,7.377789830366772,63.97699264726205,-5.722756729806877,54.57208387942333,20,27,74.07407407407408,74.07407407407408,43.5445396218085,435445.3962180851,-2.856373291418912,305194.4494641925,305194.4494641925,3052944494.641925,7.377789830366772,7.985263591353818,-1.9078805161495025,47,4,23,6.3542281990374905,27.53021415943422,-5.722756729806877,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.727431830111048,267274.31830111047,-2.856373291418912,1649.5662943197176,1649.5662943197176,17495662.943197176,6.3542281990374905,7.207108230471122,-2.814232138874026,68,4,26,7.904772134310294,77.86558392498358,-4.894810173949981,85.94117647058823,10,14,71.42857142857143,71.42857142857143,56.58495513979453,565849.5513979453,0.0,16495.590954969288,16495.590954969288,165955909.54969287,7.904772134310294,8.508086724446878,-1.7482613078750986,156.6431321129206,156.11403158382006,156.13886998049577,156.11403158382006,61,7,24,7.585750210676462,22.444711836275577,-8.73439049148319,44.7394578313253,10,17,58.82352941176471,52.94117647058824,36.02415395371672,360241.5395371672,-8.734390491483202,7919.342916472571,7919.342916472571,80193429.16472572,7.585750210676462,8.968678005017207,-3.082549917095013,4.55440224591696,True,50,7,16,5.632178832017528,15.371395024730548,-10.675576555478216,52.78179190751445,9,13,69.23076923076923,69.23076923076923,27.49506127558141,274950.6127558141,-7.649808565855498,1376.4180358056344,1376.4180358056344,14764180.358056344,5.632178832017528,7.004745184176553,-2.799300188387904,0.6848559757353179,False,True,279.82588654948955,0.01,100.0,100.0,100.0,0.0,0.0,PASS,20,80,True,3.5,1.5,1,0.6848559757353179,1,2023-09-01,4,1,True
UP25_SCORE80_NIKKEION_TP3.5_SL1.5_H1,25,80,True,3.5,1.5,1,114,7,49,7.377789830366772,63.97699264726205,-5.722756729806877,54.57208387942333,20,27,74.07407407407408,74.07407407407408,43.5445396218085,435445.3962180851,-2.856373291418912,305194.4494641925,305194.4494641925,3052944494.641925,7.377789830366772,7.985263591353818,-1.9078805161495025,47,4,23,6.3542281990374905,27.53021415943422,-5.722756729806877,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.727431830111048,267274.31830111047,-2.856373291418912,1649.5662943197176,1649.5662943197176,17495662.943197176,6.3542281990374905,7.207108230471122,-2.814232138874026,68,4,26,7.904772134310294,77.86558392498358,-4.894810173949981,85.94117647058823,10,14,71.42857142857143,71.42857142857143,56.58495513979453,565849.5513979453,0.0,16495.590954969288,16495.590954969288,165955909.54969287,7.904772134310294,8.508086724446878,-1.7482613078750986,156.6431321129206,156.11403158382006,156.13886998049577,156.11403158382006,61,7,24,7.585750210676462,22.444711836275577,-8.73439049148319,44.7394578313253,10,17,58.82352941176471,52.94117647058824,36.02415395371672,360241.5395371672,-8.734390491483202,7919.342916472571,7919.342916472571,80193429.16472572,7.585750210676462,8.968678005017207,-3.082549917095013,4.55440224591696,True,50,7,16,5.632178832017528,15.371395024730548,-10.675576555478216,52.78179190751445,9,13,69.23076923076923,69.23076923076923,27.49506127558141,274950.6127558141,-7.649808565855498,1376.4180358056344,1376.4180358056344,14764180.358056344,5.632178832017528,7.004745184176553,-2.799300188387904,0.6848559757353179,False,True,279.82588654948955,0.01,100.0,100.0,100.0,0.0,0.0,PASS,25,80,True,3.5,1.5,1,0.6848559757353179,1,2023-09-01,4,1,True
UP25_SCORE80_NIKKEION_TP4.0_SL1.5_H1,25,80,True,4.0,1.5,1,114,8,56,7.711431715878837,45.69043709614292,-6.315783299353672,54.57208387942333,20,27,74.07407407407408,74.07407407407408,46.00557904715632,460055.7904715632,-2.856373291418912,424283.2658938366,424283.2658938366,4243832658.938366,7.711431715878837,8.47900153323196,-2.458868364050024,47,5,25,6.348898834494515,17.98077380918809,-6.315783299353672,46.903688524590166,10,14,71.42857142857143,71.42857142857143,26.303444552939748,263034.44552939746,-2.856373291418912,1629.42550267319,1629.42550267319,17294255.0267319,6.348898834494515,7.523118025621237,-3.514542370969956,68,4,31,8.46779647374993,83.34040266481334,-4.894810173949981,85.94117647058823,10,14,71.42857142857143,71.42857142857143,61.73057132861093,617305.7132861093,0.0,23237.83733352257,23237.83733352257,233378373.33522567,8.46779647374993,9.106300085101497,-1.7482613078750986,156.6253413158342,156.09624078673366,156.13886998049577,156.09624078673366,61,7,29,8.03264101628116,23.708060125148275,-8.734390491483213,44.7394578313253,10,17,58.82352941176471,52.94117647058824,39.34542021476532,393454.2021476532,-8.734390491483202,10045.19935345533,10045.19935345533,101451993.53455327,8.03264101628116,9.473499100237332,-3.082549917095013,4.887912613295374,True,50,7,20,6.130502966711085,16.642947864872298,-10.675576555478228,52.78179190751445,9,13,69.23076923076923,69.23076923076923,30.54626698662445,305462.66986624454,-7.649808565855498,1749.4048051033317,1749.4048051033317,18494048.051033318,6.130502966711085,7.5841918524248735,-2.799300188387904,0.7019953457608421,False,True,279.82588654948955,0.01,100.0,100.0,100.0,0.0,0.0,PASS,25,80,True,4.0,1.5,1,0.7019953457608421,1,2023-09-01,4,1,True
